collection,source_doc,difficulty,question,ground_truth,generated_answer,faithfulness,correctness,faithfulness_reason,correctness_reason
atsb_cs500_co50,AO-2023-022 Final.pdf,medium,What were the horizontal and vertical separation distances between the two aircraft during the missed approach?,The separation reduced to 0.8 NM (1.5 km) horizontally and 330 ft vertically,"During the missed approach, the separation between the two aircraft reduced to 0.8 NM (1.5 km) horizontally and 330 ft vertically.",3,3,"The generated answer directly matches the information stated in the context, which explicitly states the separation reduced to 0.8 NM (1.5 km) horizontally and 330 ft vertically during the missed approach.","The generated answer is identical to the ground truth answer, providing the exact same horizontal and vertical separation distances."
atsb_cs500_co50,AO-2023-022 Final.pdf,hard,What sequence of events and contributing factors led to the reduced separation between the two aircraft?,"The Cessna Citation Mustang took 23 seconds longer than expected to vacate the runway (73 seconds total), the ADCE then cleared VH-VZM for take-off when VH-VZW was 2.4 NM away, VH-VZM's take-off was delayed by 4 seconds due to an engine unserviceability, the go-around instruction was delayed by 12 seconds due to an inadvertent interjection by the tower shift manager, and the crew of VH-VZW misinterpreted a subsequent instruction which caused them not to turn left at 600 ft as required by the published missed approach procedure.","I cannot determine this from the provided context.

The context mentions a loss of separation event involving an Airbus A330 (VH-EBK) and Boeing 787 (G-ZBKF) near Sydney Airport, and notes that the A330 departed with required spacing behind the B787 and that the controller did not receive a short-term conflict alert. However, the provided excerpts do not explain the actual sequence of events or contributing factors that led to the reduced separation between these two specific aircraft.",3,0,"The generated answer accurately reflects that the provided context does not contain information about the sequence of events and contributing factors, and correctly states it cannot determine this from the context.","The generated answer provides no information matching the ground truth, which describes specific details about the Cessna Citation Mustang's delayed runway vacation, timing issues, engine unserviceability, and crew misinterpretation."
atsb_cs500_co50,AO-2024-030 Final.pdf,easy,What was the registration number of the Alliance Airlines Embraer 190 that experienced an unstable approach after the ILS flight mode unexpectedly disengaged on approach to runway 19 left at Brisbane Airport on 9 May 2024?,VH-UZI,The registration number was VH-UZI.,3,3,"The answer is directly supported by the context, which explicitly states the aircraft registration as VH-UZI in multiple places including the title and investigation summary.",The generated answer exactly matches the ground truth answer of VH-UZI.
atsb_cs500_co50,AO-2024-030 Final.pdf,easy,What was the date of the unstable approach incident involving Alliance Airlines Embraer ERJ-190 VH-UZI when the ILS approach mode unexpectedly disengaged during a night approach to runway 19 left?,9-May-24,The incident occurred on 9 May 2024.,3,3,The generated answer directly states the date '9 May 2024' which is explicitly mentioned multiple times in the provided context as the date of the incident.,"The generated answer '9 May 2024' matches the ground truth answer '9-May-24' exactly, just using a slightly different date format."
atsb_cs500_co50,AO-2024-030 Final.pdf,medium,What type of error did the first officer commit when they pushed the FPA button instead of the FPR button?,"A 'slip' type error where an individual's understanding of the situation is correct, but the wrong action is performed.","The first officer committed a 'slip' type error. This is a failure of execution of an action where an individual's understanding of the situation is correct, but the wrong action is performed.",3,3,"The generated answer is fully supported by the context, which explicitly states that 'The first officer's action constituted a 'slip' type error where an individual's understanding of the situation is correct, but the wrong action is performed.'","The generated answer matches the ground truth answer completely, providing the same definition of a 'slip' type error with the same key characteristics."
atsb_cs500_co50,AO-2024-030 Final.pdf,medium,What changes occurred to the flight director modes when the first officer inadvertently pressed the FPA button?,The lateral and vertical navigation guidance for the flight director changed from localiser (LOC) and glideslope (GS) to aircraft roll angle (ROLL) and flight path angle (FPA).,"When the first officer inadvertently pressed the FPA button, the flight director modes changed from localiser (LOC) and glideslope (GS) to aircraft roll angle (ROLL) and flight path angle (FPA). This also disengaged the aircraft's ILS approach mode.",3,3,"The generated answer is fully supported by the context, which explicitly states the mode changes from LOC/GS to ROLL/FPA and mentions the ILS approach mode was disengaged.",The generated answer matches the ground truth completely and includes the additional accurate detail about ILS approach mode disengagement from the context.
atsb_cs500_co50,AO-2024-030 Final.pdf,hard,"How did the sequence of events lead to the EGPWS glideslope warning, and why did the crew fail to respond appropriately despite multiple opportunities to perform a go-around?","The first officer inadvertently selected FPA mode while attempting to adjust the FPR line, which disengaged the ILS approach mode. The flight crew then focused on troubleshooting and recapturing the ILS mode rather than monitoring the flight path or conducting a go-around when the aircraft became unstable below 500 ft AAL. This led to exceeding the 1.0 dot glideslope deviation limit undetected. The aircraft descended further below the glideslope, triggering the EGPWS warning, but the crew still did not perform the required terrain avoidance manoeuvre and instead continued the approach. The crew's failure stemmed from divided attention on mode recapture rather than flight path monitoring and go-around decision-making.","Based on the provided context, the sequence of events was:

1. The aircraft descended below the glideslope, exceeding the stabilized approach criteria for glideslope deviation
2. This deviation went undetected by the flight crew initially
3. The EGPWS glideslope alert activated as the aircraft continued below the glideslope
4. The alert occurred at night, when procedures required performing the EGPWS corrective maneuver

The crew failed to respond appropriately because they **did not perform the required EGPWS corrective maneuver/terrain avoidance maneuver** and instead **continued the approach**. The context indicates the EGPWS alert ""indirectly indicated to the flight crew that the aircraft had exceeded the stabilised approach criteria,"" representing an opportunity to go around.

However, I cannot determine from the provided context the specific reasons *why* the crew chose not to perform the required corrective action despite these multiple opportunities.",3,1,"The generated answer is fully supported by the context, accurately describing the descent below glideslope, EGPWS alert activation, and the crew's failure to perform the required corrective maneuver.","The answer correctly identifies that the crew failed to perform the required maneuver but is missing the critical details about the FPA button inadvertent activation, ILS mode disengagement, and the crew's focus on troubleshooting rather than flight path monitoring that explains why they failed to respond."
atsb_cs500_co50,AO-2023-041 Final.pdf,easy,What was the aircraft registration number of the Fokker 100 that descended below the segment minimum safe altitude near Adelaide Airport on 30 August 2023?,VH-FGB,The aircraft registration number was VH-FGB.,3,3,"The answer is directly supported by the context, which explicitly states the Fokker 100 registration as VH-FGB in multiple places including the aircraft details section.",The generated answer exactly matches the ground truth answer VH-FGB.
atsb_cs500_co50,AO-2023-041 Final.pdf,easy,What was the cruising altitude of the aircraft during the flight from Brisbane to Adelaide?,"FL 340 (34,000 ft)","I cannot determine this from the provided context.

The context mentions an aircraft cruising at FL 340 and then descending to FL 280 as it passed Adelaide, and another aircraft at FL 270 approximately 350 km south of Brisbane. However, the context does not clearly specify which flight was traveling from Brisbane to Adelaide, or if any of these flights were on that specific route.",3,0,"The generated answer accurately reflects the context by noting that while FL 340 and FL 280 are mentioned, the context does not explicitly state the direction of travel from Brisbane to Adelaide.","The generated answer fails to provide the correct cruising altitude of FL 340, which is mentioned in the context as the aircraft's initial cruising level before descending to FL 280 as it passed Adelaide."
atsb_cs500_co50,AO-2023-041 Final.pdf,medium,What were the altitude restrictions at waypoints PLEZN and KERRS on the BLACK 3A standard instrument arrival?,"At waypoint PLEZN, the aircraft was required to be at or below 9,000 ft. At waypoint KERRS, the aircraft was required to be at or above 5,000 ft.","Based on the context provided, the altitude restrictions were:

- **PLEZN**: at or below 9,000 ft
- **KERRS**: at or above 5,000 ft",3,3,"The generated answer directly states the altitude restrictions that are explicitly mentioned in the context, with no unsupported claims or extrapolation.",The generated answer provides the exact same altitude restrictions as the ground truth answer for both waypoints PLEZN and KERRS.
atsb_cs500_co50,AO-2023-041 Final.pdf,medium,How did the first officer respond when they observed the aircraft continuing to descend despite the captain's command to hold altitude?,The first officer disconnected the autopilot and initiated a climb.,"I cannot determine this from the provided context.

The context does not describe a scenario where the first officer observed the aircraft continuing to descend despite the captain's command to hold altitude, nor does it detail the first officer's response to such a situation.",3,0,"The generated answer is fully supported by the context, as the provided text does not contain information about the first officer disconnecting autopilot in response to observing continued descent despite a captain's command.","The generated answer states it cannot determine the response from the context, while the ground truth provides a specific answer about disconnecting autopilot and initiating a climb, making the generated answer completely incorrect."
atsb_cs500_co50,AO-2023-041 Final.pdf,hard,What was the primary cause of the altitude deviation and how far below the segment minimum safe altitude did the aircraft descend?,"For an undetermined reason, the FMS did not capture the selected altitude of 3,800 ft. This resulted in the aircraft descending about 480 ft below the segment minimum safe altitude of 3,800 ft.","Based on the provided context, the aircraft descended about 480 ft below the segment minimum safe altitude.

Regarding the primary cause, the context indicates that ""Both flight crews did not recognise that an approach transition selection was required"" (listed as a contributing factor), but the complete explanation of the primary cause is not fully detailed in the provided excerpts.",3,2,"The generated answer is fully supported by the context, accurately stating the 480 ft descent and appropriately noting that the approach transition issue was a contributing factor while acknowledging incomplete information.",The answer correctly identifies the 480 ft descent but attributes the cause to approach transition selection rather than the FMS not capturing the selected altitude as stated in the ground truth.
atsb_cs500_co50,AO-2024-007 - FINAL REPORT.pdf,easy,What was the aircraft registration number for the Alliance Airlines E190 that experienced a low-speed event after departing Honiara for Brisbane on 23 February 2024?,VH-UYI,VH-UYI,3,3,"The answer is directly supported by the context, which explicitly states the aircraft registration as VH-UYI for the Alliance Airlines Embraer E190-100 operating flight IE700 from Honiara to Brisbane on 23 February 2024.",The generated answer exactly matches the ground truth answer of VH-UYI.
atsb_cs500_co50,AO-2024-007 - FINAL REPORT.pdf,easy,How many passengers were on board the Alliance Airlines E190 flight that experienced a low-speed event after departing Honiara for Brisbane in February 2024?,66 passengers,"I cannot determine this from the provided context.

The context mentions that on 23 February 2024, Alliance Airlines flight IE700 (VH-UYI) operated from Honiara to Brisbane with ""the captain as pilot monitoring (PM)"" on board, but the text cuts off before stating the number of passengers.",3,0,"The generated answer accurately reflects that the context does not contain the passenger count, as the provided text excerpts cut off before this information is given.","The generated answer states it cannot determine the passenger count, while the ground truth indicates there were 66 passengers, making the answer completely incorrect in terms of providing the requested information."
atsb_cs500_co50,AO-2024-007 - FINAL REPORT.pdf,medium,"What action did the pilot monitoring take when they detected the aircraft was not accelerating, and what was the consequence?","The pilot monitoring retracted one stage of flap, assessing there was too much drag. This resulted in a visual low airspeed cockpit alert because the aircraft was below the minimum flap target speed.","Based on the provided context, when the pilot monitoring (PM) detected the aircraft was not accelerating, they:

1. Instructed the pilot flying (PF) to 'roll out' of the banked turn to reduce drag
2. Further advised the PF 'you're not accelerating'
3. Knowing the landing gear was already retracted, checked other factors

The consequence was that the pilot flying did not follow the instruction to roll out, likely because they believed the call was regarding weather ahead, which they were not concerned about. As a result, the aircraft continued not accelerating.",3,0,The generated answer accurately reflects information found in the provided context about the PM instructing to roll out and the PF not following the instruction.,The generated answer describes a completely different scenario (roll out instruction during a turn) than the ground truth answer (retracting flap stage resulting in low airspeed alert).
atsb_cs500_co50,AO-2024-007 - FINAL REPORT.pdf,medium,What procedural deficiency did the ATSB identify in Alliance Airlines' standard operating procedures manual regarding speed mode selection?,"Alliance Airlines' SOPM included a step of initially selecting the speed knob to 'manual' in its pre-flight procedures, despite that mode very rarely being used for take-off. This increased the risk of flight crews departing with manual speed mode unintentionally selected.","The ATSB identified that Alliance Airlines' pre-flight procedure, consistent with Embraer's airplane operations manual, required flight crew to unnecessarily initially set the speed knob to 'manual'. This increased the risk of the aircraft departing with the incorrect speed mode selected.",3,3,"The generated answer directly quotes and accurately represents information from the context, specifically stating the procedural deficiency about unnecessarily setting the speed knob to manual and the associated risk.","The generated answer captures the key elements of the ground truth: the procedural step of initially selecting manual mode, that it was unnecessary, and that it increased the risk of departing with incorrect speed mode selected."
atsb_cs500_co50,AO-2024-007 - FINAL REPORT.pdf,hard,"How did the combination of procedural deficiencies, training gaps, and crew monitoring failures contribute to this low-speed event, and what evidence from flight data suggests this was a systemic issue?","The incident resulted from multiple contributing factors: Alliance's SOPM requiring manual speed selection despite rarely being used, undocumented shutdown flows, training deficiencies in conducting Before start procedures, and ineffective monitoring by both pilots. Flight data revealed this was systemic, showing 112 flights over 30 months where crews failed to detect manual mode selection, with 76 cases involving crew changing the speed selector during the take-off run, indicating widespread procedural non-compliance.","Based on the provided context:

**Procedural and Training Deficiencies:**
Alliance Airlines flight crews' conduct of Before start procedures and Pre-take-off brief review were not being performed effectively to ensure the speed selector knob was correctly set and checked, likely due to a training deficiency. This increased the risk of low-speed events after take-off.

**Evidence of Systemic Issue:**
A review of flight data found that in 112 flights operated over a 30-month period, there were issues with speed selector knob settings, indicating this was not an isolated incident but a recurring problem across multiple flights and crews.

**Contributing Factors:**
The context also mentions that fatigue (from inadequate sleep and timing of approaches) combined with high workload periods led to monitoring errors and early descent in another incident, demonstrating how human factors can compound procedural deficiencies.

The operator subsequently implemented corrective actions including revisions to standard operating procedures to clarify actions and reduce workload, and revision of training programs, confirming the systemic nature of these deficiencies.",2,2,"The answer is mostly supported by the context but includes some extrapolation about fatigue and monitoring errors from a different incident, and doesn't clearly distinguish between different incidents mentioned in the context.","The answer correctly identifies training deficiencies, the 112 flights over 30 months, and procedural issues, but misses critical details from the ground truth including the SOPM requirements, undocumented shutdown flows, ineffective monitoring by both pilots, and the specific finding that 76 cases involved crews changing the speed selector during the take-off run."
atsb_cs500_co50,AO-2022-033-Final_0.pdf,easy,What was the registration number of the Boeing 737 that experienced a 340 ft altitude discrepancy between crew instruments 167 km west of Meekatharra due to melted pitot-static probe covers?,ZK-TLJ,"I cannot determine this from the provided context.

The context confirms that a Boeing 737 experienced a 340 ft altitude discrepancy due to melted pitot-static probe covers, but the aircraft's registration number is not mentioned in any of the provided text.",3,0,"The generated answer accurately reflects that the context does not contain the aircraft registration number, demonstrating full faithfulness to what information is actually provided.","The answer fails to provide the required registration number (ZK-TLJ) that is in the ground truth, even though stating the information is not in the context is technically accurate."
atsb_cs500_co50,AO-2022-033-Final_0.pdf,easy,What was the altitude discrepancy between the captain's and first officer's altimeters?,340 ft,"The altitude discrepancy between the captain's and first officer's altimeters was 340 ft, with the first officer's altimeter showing a high indication. The discrepancy varied during cruise flight between about 300-390 ft.",3,3,"The answer is fully supported by the context, which explicitly states '340 ft discrepancy' and mentions it 'varied during cruise flight between about 300-390 ft' with the FO's altimeter showing high.","The answer correctly identifies the 340 ft discrepancy and provides additional accurate detail about the variation range, fully matching the ground truth answer."
atsb_cs500_co50,AO-2022-033-Final_0.pdf,medium,Why did the pitot-static probe covers melt onto the probes during the engine ground run?,"The covers were not removed and the automatic pitot heat was not isolated as required by the ground run procedures checklist, causing the polyvinyl chloride covers to melt onto the probes.","The pitot-static probe covers melted onto the probes because they were not removed before the engine ground run, and the automatic pitot heat was not isolated as required by the ground run procedures checklist. Additionally, the operator had sourced locally made polyvinyl chloride covers that were less resistant to heat, which increased the risk of melting when exposed to the activated pitot heat system during engine operation.",3,3,"The generated answer is fully supported by the context, which explicitly states the covers were not removed, automatic pitot heat was not isolated, and the locally made polyvinyl chloride covers were less resistant to heat.",The generated answer matches the ground truth and provides additional accurate detail from the context about the polyvinyl chloride covers being less heat-resistant.
atsb_cs500_co50,AO-2022-033-Final_0.pdf,medium,How did the flight crew determine which set of instruments was reliable after noting the discrepancies?,"The flight crew descended to FL 300 and completed the Quick Reference Handbook Airspeed Unreliable procedure, which involved setting aircraft pitch attitude and Mach indications against aircraft weight and adjusting engine N1 speed to achieve level flight, then comparing displayed values against the known configuration to determine that the first officer's instruments were reliable.","According to the context, the flight crew determined which instruments were reliable by comparing them against the known configuration. Specifically, they assessed the accuracy of the instruments in this way and determined that the First Officer's (FO's) instruments were reliable, and the remainder of the flight was conducted using those instruments.",2,1,"The answer is supported by the context mentioning that accuracy was assessed against known configuration and FO's instruments were determined reliable, but lacks the procedural details that may have been in other parts of the context.","The answer correctly identifies that instruments were compared against known configuration and that the FO's instruments were deemed reliable, but misses significant details about the QRH procedure, FL 300 descent, pitch attitude, Mach indications, and engine N1 speed adjustments mentioned in the ground truth."
atsb_cs500_co50,AO-2022-033-Final_0.pdf,hard,What were the multiple failures in operational procedures and communication that contributed to the safety risk in this incident?,"The incident involved multiple failures: maintenance procedures were not followed during the engine ground run (covers not removed, pitot heat not isolated), inappropriate polyvinyl chloride covers were used instead of heat-resistant materials, the flight crew did not advise ATC of the 340 ft altitude discrepancy which exceeded the 200 ft maximum allowed for RVSM airspace, and the cleaning after the initial melting was inadequate leaving residue that compromised instrument accuracy.","I cannot determine this from the provided context.

The context provided only contains general information about safety issue definitions, the ATSB's approach to findings (not apportioning blame), and the process for sharing draft reports with involved parties. It mentions two specific safety issues by title only (""Undetected cracking resulted in failure"" and ""Manufacturer's manual inconsistencies"") but does not provide details about operational procedure failures or communication breakdowns that contributed to any safety risk.",3,0,"The generated answer accurately reflects that the provided context does not contain information about operational procedures and communication failures, and correctly states it cannot determine this from the context.","The generated answer provides no information about the multiple failures described in the ground truth (maintenance procedures, inappropriate covers, failure to advise ATC, inadequate cleaning), because the context did not contain this information."
atsb_cs500_co50,AO-2023-008 Final.pdf,easy,What was the registration number of the Boeing 737 fireliner that crashed during a retardant drop at Fitzgerald River National Park in February 2023?,N619SW,The registration number was N619SW.,3,3,"The answer is directly supported by the context, which explicitly states the Boeing 737 was 'registered N619SW' in multiple locations.",The generated answer exactly matches the ground truth answer N619SW.
atsb_cs500_co50,AO-2023-008 Final.pdf,easy,What was the elevation of the ridgeline that the aircraft impacted?,About 222 ft,The aircraft impacted a ridgeline at an elevation of about 222 ft.,3,3,"The generated answer directly states information explicitly provided in the context, which clearly mentions the aircraft impacted a ridgeline at an elevation of about 222 ft.","The generated answer matches the ground truth answer exactly, providing the correct elevation of about 222 ft."
atsb_cs500_co50,AO-2023-008 Final.pdf,medium,Why did the ATSB find that the co-pilot did not make announcements about the low energy state prior to the collision?,"Because the operator and tasking agency had not published a minimum drop height, which resulted in the co-pilot not believing there was a minimum drop height.","According to the context, the ATSB found that the co-pilot did not make any announcements about the low energy state prior to the collision because the operator and tasking agency had not published a minimum drop height, which resulted in the co-pilot not believing there was a minimum drop height.",3,3,The generated answer directly quotes and accurately reflects the information provided in the context about why the co-pilot did not make announcements.,"The generated answer fully matches the ground truth answer, providing the exact same causal explanation about the lack of published minimum drop height leading to the co-pilot's belief and inaction."
atsb_cs500_co50,AO-2023-008 Final.pdf,medium,What new documentation did the WA Department of Fire and Emergency Services release in November 2023 in response to this accident?,"The Western Australian Aerial Fire Suppression Procedures 2023-2024, which included a chapter for Large Air Tanker Operating Procedures with standard drop heights for all aircraft types, procedures for task rejection, standdown and reinstatement after safety incidents, and tactical flight profiles.","Based on the context provided, in November 2023, the WA Department of Fire and Emergency Services and the Department of Biodiversity, Conservation and Attractions released the **Western Australian Aerial Fire Suppression Procedures 2023–2024**.",3,1,"The generated answer is fully supported by the context, which explicitly states that in November 2023, the WA Department of Fire and Emergency Services and Department of Biodiversity, Conservation and Attractions released the Western Australian Aerial Fire Suppression Procedures 2023-2024.","The generated answer correctly identifies the document name but is missing significant details about its contents, including the chapter for Large Air Tanker Operating Procedures, standard drop heights, task rejection procedures, and tactical flight profiles mentioned in the ground truth."
atsb_cs500_co50,AO-2023-008 Final.pdf,hard,"How did the combination of operational procedures, crew resource management practices, and regulatory standards contribute to the aircraft entering an unrecoverable low energy state?","The accident resulted from multiple factors: the operator's practice of recalculating and lowering target drop speeds after partial loads, conducting drops at low height and airspeed downhill requiring idle thrust, delays in engine response during go-around, lack of published minimum drop heights from the operator and tasking agency, reactive rather than proactive pilot monitoring duties without call-outs at minimum target parameters, and inconsistencies between Australian agencies' standards due to independent development by each state in the LAT program.","Based on the provided context, I can identify several contributing factors:

**Operational Procedures:** The operator's pilot monitoring duties were reactive rather than proactive - they did not include call-outs before or at minimum target parameters to reduce the risk of a low energy state developing. This increased the risk of aircraft entering an unrecoverable energy state.

**Crew Resource Management:** The context indicates that an elevated level of risk tolerance for hazardous weather conditions developed, though the loss of crew lives and lack of CVR data limited the ability to fully explore crew decision-making processes.

**Regulatory Standards:** The ATSB found inconsistencies between Australian agencies' standards when benchmarked against United States Forest Service and National Wildfire Coordinating Group standards.

**Key Safety Principle:** The context emphasizes that standard operating procedures and crew resource management should prevent unsafe situations from developing rather than relying on recovery actions, as there may be insufficient safety margin available for successful recovery when depending solely on pilot flying performance and recovery call-outs.

However, I cannot provide complete details about how these factors specifically combined to cause an unrecoverable low energy state, as the context appears to reference multiple accidents without providing full details of the causal sequences.",3,2,"The generated answer is fully supported by the context, accurately citing reactive monitoring duties, elevated risk tolerance, inconsistencies in standards, and the safety principle about prevention versus recovery.","The answer correctly identifies reactive monitoring duties and regulatory inconsistencies, but misses several key details from the ground truth including recalculated drop speeds, low height/airspeed downhill drops, engine response delays, and lack of published minimum drop heights."
atsb_cs500_co50,AO-2024-036 FINAL.pdf,easy,What was the registration number of the BAe 146-300 that suffered a tail strike during a foggy approach to runway 19L at Brisbane Airport on 25 June 2024?,VH-SAJ,"I cannot determine this from the provided context.

The context shows that VH-SAJ was involved in a ground strike incident at Brisbane Airport on 25 June 2024, but there is no mention of fog or runway 19L in the provided excerpts.",3,1,"The generated answer accurately reflects what is stated in the context, correctly identifying VH-SAJ and noting the absence of information about fog or runway 19L.","While the answer correctly identifies VH-SAJ as the aircraft involved on 25 June 2024, it fails to provide the registration number as requested, instead questioning details not present in the context."
atsb_cs500_co50,AO-2024-036 FINAL.pdf,easy,What date did the ground strike incident occur?,25-Jun-24,The ground strike incident occurred on 25 June 2024.,3,3,The generated answer is directly supported by the context which clearly states the incident date as '25 June 2024' in the title and findings section.,"The generated answer accurately provides the complete date matching the ground truth, with the same day, month, and year in a fully written format."
atsb_cs500_co50,AO-2024-036 FINAL.pdf,medium,What factors contributed to the first officer's loss of situation awareness during the landing?,"The first officer likely became disoriented after disconnecting the autopilot and did not identify the increasing aircraft pitch attitude, decreasing airspeed, or low power setting, and did not correct the resulting sink rate prior to touchdown.","Based on the provided context, the following factors contributed to the first officer's loss of situation awareness during the landing:

1. **Disorientation after disconnecting the autopilot** on short final - this was identified as the primary contributing factor
2. **Cognitive difficulties and slowed reactions** that the first officer began experiencing shortly before landing
3. **Feeling ""hazy""** at about 100 ft above runway elevation
4. **Slowed reactions to aircraft deviations**, specifically when correcting drift from the runway centreline

The context indicates these symptoms developed during the approach, with the first officer initially not experiencing symptoms when taking over pilot flying duties, but then noticing slowed reactions and cognitive difficulties as the landing approached.",2,2,"The answer is mostly supported by the context, but conflates symptoms (cognitive difficulties, feeling hazy) that occurred during the event with contributing factors that caused the disorientation, which the context identifies as a result rather than a cause.","The answer correctly identifies disorientation after disconnecting autopilot as the main factor, but adds cognitive symptoms as contributing factors when the ground truth focuses on the consequences (not identifying pitch attitude, airspeed, power setting, and sink rate)."
atsb_cs500_co50,AO-2024-036 FINAL.pdf,medium,What changes did ASL Airlines Australia make to their supervised line flying requirements for captains and first officers without jet experience?,"The Planned Supervised Line Flying sectors for Captains with No Jet Experience were increased from 30 to 36 sectors, and Supervised Line Flying sectors for First Officers without previous jet experience were increased from 30 to 36 sectors.","I cannot determine this from the provided context.

The context discusses that ASL Airlines Australia employed and promoted pilots earlier than prescribed minimum experience hours without additional controls, and that crew members did not meet the requirements at the time of their engagement. However, the context does not specify what changes, if any, were made to supervised line flying requirements for captains and first officers without jet experience.",3,0,"The generated answer correctly states it cannot determine the information from the provided context, which is faithful since the context does not contain information about changes to supervised line flying requirements.",The generated answer fails to provide the ground truth information about the increase from 30 to 36 sectors for both captains and first officers without jet experience.
atsb_cs500_co50,AO-2024-036 FINAL.pdf,hard,"How did the combination of crew experience levels, environmental conditions, and crew resource management failures contribute to the tail strike incident?","The incident resulted from multiple interconnected factors: both pilots were appointed below minimum experience requirements without additional controls; the captain had limited multi-crew experience from predominantly single-pilot operations which reduced their ability to include the first officer in decision-making; the captain became preoccupied with fuel levels limiting their monitoring capacity; poor visibility conditions (about 1,000 m in fog) increased workload; and the captain's actions increased pressure on the first officer to commit to landing, ultimately leading to the first officer becoming disoriented after autopilot disconnection and the subsequent tail strike.","Based on the provided context, the tail strike incident resulted from a combination of the following factors:

1. **Crew Experience**: The First Officer's (FO) limited experience in marginal meteorological conditions likely contributed to the tail strike incident.

2. **Environmental Conditions**: The landing occurred in adverse weather with reduced visibility and low cloud.

3. **Crew Resource Management Failures**: The analysis explored operational considerations including situation awareness, command decision-making, and crew communication. The context specifically mentions ""Loss of situation awareness"" as a factor, and the crew were unaware of the tail strike until post-flight inspection.

4. **Command Decision-Making**: The context indicates that had the captain assumed control (through a required takeover procedure), it likely would have reduced the severity of the tail strike, suggesting a failure in proper crew resource management and decision-making during the approach.

The aircraft touched down with a high pitch angle (about 5.3°) and vertical acceleration of about 2.4g, combined with decreasing airspeed, resulting in the tail striking the runway.",3,2,"The generated answer is fully supported by the context, accurately citing crew experience limitations, environmental conditions, loss of situation awareness, and command decision-making issues mentioned in the provided text.","The generated answer captures several key contributing factors correctly but misses critical details from the ground truth including both pilots being appointed below minimum experience requirements, the captain's single-pilot operation background affecting crew coordination, fuel preoccupation limiting monitoring, and the first officer's disorientation after autopilot disconnection."
atsb_cs500_co50,AO-2022-047 Final report.pdf,easy,What was the registration number of the Airbus A330 involved in the loss of separation incident with a Boeing 787 near Sydney Airport on 28 September 2022?,VH-EBK,The registration number of the Airbus A330 involved in the loss of separation incident was VH-EBK.,3,3,"The answer is fully supported by the context, which explicitly states the Airbus A330-202 registration as VH-EBK in the loss of separation incident near Sydney Airport on 28 September 2022.","The generated answer matches the ground truth answer exactly, providing the correct registration number VH-EBK."
atsb_cs500_co50,AO-2022-047 Final report.pdf,easy,What date did the loss of separation incident occur?,28-Sep-22,"Based on the provided context, there were two loss of separation incidents mentioned:

1. **28 September 2022** - involving Airbus A330 VH-EBK and Boeing 787 G-ZBKF near Sydney Airport

2. **29 April 2023** - involving Boeing 737 VH-VZM and Boeing 737 VH-VZW at Sydney Airport

If you're asking about a specific incident, please clarify which one. Otherwise, both dates are loss of separation occurrences documented in the context.",3,2,"The generated answer is fully supported by the context, accurately citing both loss of separation incidents with correct dates, aircraft types, and locations from the provided documents.","The answer correctly identifies the date from the ground truth (28 September 2022) but also includes an additional incident date, making it more comprehensive than required though the primary answer matches the ground truth."
atsb_cs500_co50,AO-2022-047 Final report.pdf,medium,What caused the A330 to turn inside the leading 787 aircraft?,"The actual climb performance of the A330 was greater than the climb performance of the 787, which was not expected or identified by the controller due to their focus on other aircraft. This resulted in the A330, while complying with the SID, turning inside the leading 787.","The A330 turned inside the leading 787 because its actual climb performance was greater than the 787's climb performance. The A330 was on a domestic route with a lower fuel load, while the 787 was on an international route and heavily loaded. This difference in climb performance, which the controller did not expect or identify, caused the A330 to climb faster and turn towards the next waypoint inside the preceding aircraft, resulting in a loss of separation.",3,3,"The generated answer is fully supported by the context, accurately citing the climb performance difference, fuel load factors, controller's failure to identify the difference, and the resulting loss of separation.",The generated answer matches the ground truth answer completely and provides additional accurate details from the context about the domestic vs international routes and fuel loads that explain the climb performance difference.
atsb_cs500_co50,AO-2022-047 Final report.pdf,medium,Why did the DEENA SEVEN SID design fail to provide adequate separation assurance?,"The design of the DEENA SEVEN SID did not provide a positive method of providing separation assurance to aircraft with different performance characteristics. As the aircraft had to satisfy 2 separate conditions prior to turning, there was no way of ensuring aircraft would turn at the same distance from the airport, meaning separation could not be assured.","The DEENA SEVEN SID failed to provide adequate separation assurance because aircraft had to satisfy 2 separate conditions prior to turning. This meant there was no way of ensuring aircraft with different performance characteristics would turn at the same distance from the airport, making it impossible to assure lateral separation between departing aircraft with differing climb performance.",3,3,"The generated answer is fully supported by the context, accurately reflecting the key points about the 2 separate conditions, different performance characteristics, and inability to ensure aircraft turn at the same distance.","The generated answer matches the ground truth answer completely, covering all essential elements including the 2 conditions requirement, different performance characteristics, and the inability to assure separation."
